"","st","year","X","state","gov_party","hs_abs_diff","sen_abs_diff","divided_gov","gini","gop_pct","unemploy","foreign_born_pop","population","pc_income","bowen_legprof_firstdim","bowen_legprof_seconddim","sess_length","leg_realsalary","leg_expend","squire_2015","squire_2009","squire_2003","squire_1996","squire_1986","squire_1979","legprofscore","legprofscore2","counter","dem_leg_median","rep_leg_median","l_diffs","logpop","pct_fb","divided_gov_1993","gov_party_1993","legprofscore_1993","hs_abs_diff_1993","sen_abs_diff_1993","logpop_1993","pc_income_1993","unemploy_1993","pct_fb_1993","gini_1993","leg_realsalary_1993","sess_length_1993","leg_expend_1993","abs_diff","abs_diff_1993","hou_chamber","sen_chamber","h_diffs","s_diffs","hou_dem","hou_rep","sen_dem","sen_rep","house_term_limit_year","house_term_limit","senate_term_limit_year","senate_term_limit","house_term_limit_length","senate_tl_plus","average_term_limitedness_score","house_term_limitedness_score","senate_term_limitedness_score","term_limitedness","house_term_limitedness","senate_term_limitedness","close5","close10","na_close","house_term_limit2"
"1005","TX",2013,1027,"TX",0,13.3333333,11.2903226,0,0.648057103157043,0.580078972,6.2,3353358.7,26500674,43.39,0.088089794,0.67585838,99.40000153,13.37132861,1386.131897,0.234,0.21,0.199,0.215,0.21,0.191,-1.45243416362444,0.21,181,-1.034,1.3065,2.3405,17.0926807245953,0.126538619357379,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,12.31182795,10.03226,1.042,0.828,2.384,2.123,-1.077,1.307,-0.843,1.28,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0220994475138122,0.0552486187845304,0,0
"1009","UT",1993,1031,"UT",0,15.33333,12.06897,0,0.558035135269165,0.637535791,4.59999990463257,88619.2,1900000,17.021,-1.3937669,0.38680995,63.90000153,7.129749023,299.0801392,0.115,0.072,0.065,0.067,0.082,0.082,-2.70306265959117,0.082,104,-0.451,0.78,1.231,14.4573644441367,0.0466416842105263,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,13.70115,13.70115,0.59,0.54,1.309,1.084,-0.507,0.802,-0.362,0.722,3000,0,3000,0,8,0,0,0,0,0,0,0,0.134831460674157,0.247191011235955,0,0
"1011","UT",1995,1033,"UT",0,23.33333,15.51724,0,0.564970731735229,0.637535791,3.70000004768372,108632,2000000,18.981,-1.406183,0.32119575,63.90000153,7.660019287,252.5325165,0.115,0.072,0.065,0.067,0.082,0.082,-2.70306265959117,0.082,104,-0.451,0.7555,1.2065,14.5086577385242,0.054316,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,19.425285,13.70115,0.627,0.639,1.275,1.156,-0.516,0.759,-0.404,0.752,3000,0,3000,0,8,0,0,0,0,0,0,0,0.111111111111111,0.188888888888889,0,0
"1013","UT",1997,1035,"UT",0,23.33333,18.96552,0,0.565673530101776,0.620194878,3.29999995231628,128644.8,2100000,21.231,-1.4881918,0.30897465,63.90000153,7.32267041,194.2029953,0.115,0.072,0.065,0.067,0.082,0.082,-2.70306265959117,0.067,104,-0.49,0.782,1.272,14.5574479026937,0.0612594285714286,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,21.149425,13.70115,0.627,0.66,1.411,1.208,-0.629,0.782,-0.427,0.781,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0786516853932584,0.191011235955056,0,0
"1015","UT",1999,1037,"UT",0,21.62162,12.06897,0,0.569305121898651,0.620194878,3.70000004768372,148657.6,2200000,22.988,-1.460804,0.30878809,64.95000076,8.36057959,202.7499084,0.115,0.072,0.065,0.067,0.082,0.082,-2.70306265959117,0.067,104,-0.5405,0.87,1.4105,14.6039679183285,0.0675716363636364,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,16.845295,13.70115,0.669,0.603,1.408,1.373,-0.53,0.878,-0.551,0.822,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0555555555555556,0.133333333333333,0,0
"1017","UT",2001,1039,"UT",0,16.66667,18.96552,0,0.554572820663452,0.717255054,3.70000004768372,165061.4,2300000,24.797,-1.3705815,0.23517357,64.95000076,9.522960938,215.4488831,0.115,0.072,0.065,0.067,0.082,0.082,-2.7333680090865,0.067,104,-0.58,0.896,1.476,14.6484196808994,0.0717658260869565,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,17.816095,13.70115,0.672,0.782,1.446,1.57,-0.568,0.878,-0.647,0.923,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0674157303370786,0.168539325842697,0,0
"1019","UT",2003,1041,"UT",0,24.66667,25.86207,0,0.571915447711945,0.717255054,5.90000009536743,177856.2,2400000,25.657,-1.4114635,0.27470794,63.90000153,8.969387207,213.0694427,0.115,0.072,0.065,0.067,0.082,0.082,-2.7333680090865,0.065,105,-0.7085,0.87,1.5785,14.6909792953182,0.07410675,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,25.26437,13.70115,0.741,0.73,1.426,1.636,-0.556,0.87,-0.777,0.859,3000,0,3000,0,8,0,0,0,0,0,0,0,0.111111111111111,0.144444444444444,0,0
"1021","UT",2005,1043,"UT",0,24.66667,22.41379,0,0.591664791107178,0.733464392,4.5,190651,2500000,28.759,-1.4330583,0.2982994,63.90000153,8.427688965,215.5453796,0.115,0.072,0.065,0.067,0.082,0.082,-2.7333680090865,0.065,105,-0.777,0.896,1.673,14.7318012898384,0.0762604,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,23.54023,13.70115,0.734,0.756,1.671,1.673,-0.775,0.896,-0.777,0.896,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0561797752808989,0.0898876404494382,0,0
"1023","UT",2007,1045,"UT",0,23.33333,22.41379,0,0.591814398765564,0.733464392,2.6,228708.8,2600000,32.965,-1.4396816,0.3243553,63.90000153,8.574733887,222.837944,0.115,0.072,0.065,0.067,0.082,0.082,-2.63108915996608,0.065,106,-0.7535,0.8665,1.62,14.7710220029917,0.0879649230769231,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,22.87356,13.70115,0.748,0.782,1.686,1.431,-0.816,0.87,-0.568,0.863,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0888888888888889,0.122222222222222,0,0
"1025","UT",2009,1047,"UT",0,20.66667,22.41379,0,0.589525997638702,0.645263614,7.3,216240.6,2700000,31.619,-1.4478292,0.33544847,63.90000153,7.959779053,228.7742081,0.115,0.072,0.065,0.067,0.082,0.082,-2.63108915996608,0.072,NA,NA,NA,NA,14.8087623309746,0.0800891111111111,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,21.54023,13.70115,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0561797752808989,0.134831460674157,0,0
"1027","UT",2011,1049,"UT",0,27.33333,25.86207,0,0.596335828304291,0.645263614,6.7,165061.4,2816440,33.714,-1.0483648,-0.081353202,105.7899971,16.76250195,204.4238586,0.115,0.072,0.065,0.067,0.082,0.082,-2.63108915996608,0.072,108,-0.878,0.888,1.766,14.8509842340543,0.058606396727784,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,26.5977,13.70115,0.762,0.863,1.769,1.721,-0.891,0.878,-0.777,0.944,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0337078651685393,0.123595505617978,0.0111111111111111,0
"1029","UT",2013,1051,"UT",0,31.3333333,32.7586207,0,0.595237791538239,0.746261889,4.6,177856.2,2903685,36.092,-1.3308183,0.39522797,61.77000046,15.65423389,264.9534531,0.115,0.072,0.065,0.067,0.082,0.082,-2.16282315061889,0.072,104,-0.878,0.862,1.74,14.881491177969,0.0612518919924165,0,0,0.067,15.33333,12.06897,14.4573644441367,17.021,4.59999990463257,0.0466416842105263,0.558035135269165,7.129749023,63.90000153,299.0801392,32.045977,13.70115,0.748,0.853,1.731,1.678,-0.891,0.84,-0.777,0.901,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0444444444444444,0.0888888888888889,0,0
"1033","VA",1993,1055,"VA",1,8.58586,5,0,0.541246891021729,0.525550129,5.5,389350,6500000,23.247,0.23722057,-0.46497336,75.25999832,52.23918164,541.9351196,0.178,0.138,0.131,0.15,0.133,0.164,-1.89711998488588,0.133,NA,NA,NA,NA,15.6873127348659,0.0599,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,6.79293,6.79293,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0606060606060606,0.131313131313131,0,0
"1035","VA",1995,1057,"VA",0,2.52525,5,1,0.543145716190338,0.525550129,4.5,441044,6700000,25.028,-0.63298059,0.52677983,75.25999832,49.47086523,481.6363373,0.178,0.138,0.131,0.15,0.133,0.164,-1.89711998488588,0.133,NA,NA,NA,NA,15.7176180843612,0.0658274626865672,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,3.762625,6.79293,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0503597122302158,0.18705035971223,0,0
"1037","VA",1997,1059,"VA",0,2.52525,0,1,0.556090354919434,0.510605945,4.09999990463257,492738,6800000,27.351,-0.37189013,0.25691071,109,47.63927344,538.9679565,0.178,0.138,0.131,0.15,0.133,0.164,-1.89711998488588,0.15,140,-0.782,0.617,1.399,15.7324331701463,0.0724614705882353,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,1.262625,6.79293,-0.152,-0.091,1.448,1.359,-0.775,0.673,-0.798,0.561,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0707070707070707,0.0909090909090909,0,0
"1039","VA",1999,1061,"VA",0,0.505049999999997,2.5,1,0.572803556919098,0.510605945,2.59999990463257,544432,7000000,30.63,-0.60231107,0.63868314,74.54999924,44.95597461,601.6832886,0.178,0.138,0.131,0.15,0.133,0.164,-1.89711998488588,0.15,140,-0.784,0.6445,1.4285,15.7614207070196,0.077776,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,1.502525,6.79293,0.037,0.204,1.446,1.38,-0.779,0.667,-0.814,0.566,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0431654676258993,0.0719424460431655,0,0
"1041","VA",2001,1063,"VA",0,2.52525,5,0,0.559548318386078,0.541472363,2.20000004768372,604363,7200000,34.064,-0.57935977,0.47112852,87.59999847,43.14928711,549.6986084,0.178,0.138,0.131,0.15,0.133,0.164,-2.03255795578099,0.15,126,-0.814,0.654,1.468,15.7895915839863,0.0839393055555556,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,3.762625,6.79293,0.066,0.323,1.453,1.441,-0.779,0.674,-0.859,0.582,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0408163265306122,0.13265306122449,0,0
"1043","VA",2003,1065,"VA",1,15.30612,7.5,1,0.544615685939789,0.541472363,4.09999990463257,672531,7400000,36.008,-0.7027787,0.51383948,78.36999893,40.87555859,509.5275269,0.178,0.138,0.131,0.15,0.133,0.164,-2.03255795578099,0.131,140,-0.792,0.674,1.466,15.8169905581744,0.0908825675675676,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,11.40306,6.79293,0.544,0.407,1.485,1.479,-0.745,0.74,-0.889,0.59,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0144927536231884,0.0797101449275362,0,0
"1045","VA",2005,1067,"VA",1,11.22449,10,1,0.553902506828308,0.541336967,3.40000009536743,740699,7600000,40.319,-0.60126317,0.41035599,77.65999985,38.39940039,549.2834778,0.178,0.138,0.131,0.15,0.133,0.164,-2.03255795578099,0.131,142,-0.775,0.713,1.488,15.8436588052566,0.0974603947368421,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,10.612245,6.79293,0.535,0.445,1.462,1.617,-0.694,0.768,-0.993,0.624,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0309278350515464,0.103092783505155,0,0
"1047","VA",2007,1069,"VA",1,8.76289,7.5,1,0.566092967987061,0.541336967,3,751208,7800000,44.554,-0.65463108,0.51679599,78.81000137,36.52541016,584.7903442,0.178,0.138,0.131,0.15,0.133,0.164,-1.98050159382493,0.131,139,-0.8385,0.6975,1.536,15.8696342916598,0.096308717948718,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,8.131445,6.79293,0.516,0.429,1.535,1.647,-0.779,0.756,-0.993,0.654,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0797101449275362,0.130434782608696,0,0
"1049","VA",2009,1071,"VA",1,4.08163,2.5,1,0.572825908660889,0.468174156,6.7,877035,7900000,44.232,-0.64905971,0.44614601,76.68000031,35.44921094,563.0817566,0.178,0.138,0.131,0.15,0.133,0.164,-1.98050159382493,0.138,NA,NA,NA,NA,15.8823733174372,0.111017088607595,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,3.290815,6.79293,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0918367346938776,0.13265306122449,0,0
"1051","VA",2011,1073,"VA",0,10.20408,5,1,0.591005921363831,0.468174156,6.6,604363,8110783,47.563,-0.70284957,0.51735729,75.25999832,33.94406641,577.0137024,0.178,0.138,0.131,0.15,0.133,0.164,-1.98050159382493,0.138,140,-0.814,0.674,1.488,15.9087049689034,0.0745135210743525,0,1,0.15,8.58586,5,15.6873127348659,23.247,5.5,0.0599,0.541246891021729,52.23918164,75.25999832,541.9351196,7.60204,6.79293,0.538,-0.444,1.458,1.631,-0.784,0.674,-0.868,0.763,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0431654676258993,0.0863309352517986,0,0
"1081","WA",1993,1103,"WA",1,16.32653,7.14286,0,0.535911023616791,0.424082989,7.69999980926514,409837.9,5300000,22.745,0.35979009,0.47350928,117.1500015,73.11798828,900.5449219,0.272,0.212,0.197,0.198,0.23,0.212,-1.6194882482876,0.23,148,-1.0545,0.8695,1.924,15.4832173785224,0.0773279056603774,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,11.734695,11.734695,-0.697,-0.618,1.845,2.103,-1.025,0.82,-1.166,0.937,3000,0,3000,0,8,0,0,0,0,0,0,0,0.170731707317073,0.252032520325203,0,0
"1083","WA",1995,1105,"WA",1,13.2653,3.06123,1,0.546283006668091,0.424082989,6.30000019073486,468300.5,5500000,24.358,0.79251897,-0.15434524,117.1500015,73.05329688,876.1878357,0.272,0.212,0.197,0.198,0.23,0.212,-1.6194882482876,0.23,149,-1.2865,0.929,2.2155,15.5202586502027,0.0851455454545455,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,8.163265,11.734695,0.729,-0.513,2.235,2.164,-1.294,0.941,-1.271,0.893,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0983606557377049,0.229508196721311,0,0
"1085","WA",1997,1107,"WA",1,7.14286,6.52174,1,0.564589083194733,0.428053472,5.09999990463257,526763.1,5700000,27.297,0.27178839,0.59607762,117.1500015,69.83601172,934.1753235,0.272,0.212,0.197,0.198,0.23,0.212,-1.6194882482876,0.198,147,-1.264,0.928,2.192,15.5559767328048,0.0924145789473684,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,6.8323,11.734695,0.629,0.473,2.183,2.307,-1.261,0.922,-1.304,1.003,3000,0,3000,0,8,0,0,0,0,0,0,0,0.154471544715447,0.300813008130081,0,0
"1087","WA",1999,1109,"WA",1,0,5.10204,1,0.610261082649231,0.428053472,4.80000019073486,585225.7,5800000,31.045,0.55635029,0.4086794,117.1500015,72.87687109,1002.775665,0.272,0.212,0.197,0.198,0.23,0.212,-1.6194882482876,0.198,148,-1.183,0.935,2.118,15.5733684755166,0.100900982758621,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,2.55102,11.734695,0.045,-0.612,2.126,2.116,-1.191,0.935,-1.175,0.941,3000,0,3000,0,8,0,0,0,0,0,0,0,0.10655737704918,0.213114754098361,0,0
"1089","WA",2001,1111,"WA",1,0,1.02041,1,0.56823605298996,0.47055229,5.30000019073486,641637.5,6000000,33.17,0.72992951,0.14136684,117.1500015,67.26239648,1038.213379,0.272,0.212,0.197,0.198,0.23,0.212,-1.62455155024415,0.198,147,-1.1955,0.949,2.1445,15.6072700271923,0.106939583333333,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,0.510204999999999,11.734695,-0.161,0.048,2.168,2.21,-1.191,0.977,-1.304,0.906,3000,0,3000,0,8,0,0,0,0,0,0,0,0.113821138211382,0.186991869918699,0,0
"1091","WA",2003,1113,"WA",1,3.06123,1.02041,1,0.555769801139832,0.47055229,7.30000019073486,695998.5,6100000,34.471,0.54289699,0.42314187,117.1500015,77.5084375,957.0594482,0.272,0.212,0.197,0.198,0.23,0.212,-1.62455155024415,0.197,148,-1.199,0.941,2.14,15.6237993291435,0.114098114754098,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,2.04082,11.734695,-0.762,0.203,2.217,2.15,-1.191,1.026,-1.261,0.889,3000,0,3000,0,8,0,0,0,0,0,0,0,0.139344262295082,0.221311475409836,0,0
"1093","WA",2005,1115,"WA",1,6.12245,3.06123,0,0.563275754451752,0.463534623,5.69999980926514,750359.5,6300000,37.759,0.36686009,0.64345896,116.4400024,75.23591016,971.0516968,0.272,0.212,0.197,0.198,0.23,0.212,-1.62455155024415,0.197,148,-1.199,0.949,2.148,15.6560601913618,0.119104682539683,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,4.59184,11.734695,-0.787,-0.149,2.136,2.297,-1.191,0.945,-1.261,1.036,3000,0,3000,0,8,0,0,0,0,0,0,0,0.105691056910569,0.227642276422764,0,0
"1095","WA",2007,1117,"WA",1,13.2653,15.30612,0,0.570451021194458,0.463534623,4.7,819076.1,6500000,43.192,0.48368183,0.68955398,117.1500015,79.99513281,1028.038208,0.272,0.212,0.197,0.198,0.23,0.212,-1.55116900431012,0.197,152,-1.137,1.015,2.152,15.6873127348659,0.126011707692308,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,14.28571,11.734695,-0.826,-0.627,2.106,2.24,-1.126,0.98,-1.204,1.036,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0491803278688525,0.155737704918033,0,0
"1097","WA",2009,1119,"WA",1,13.2653,13.2653,0,0.574493169784546,0.412479732,9.2,859081.5,6700000,41.844,0.65723509,0.47694185,117.1500015,84.90265625,991.26297,0.272,0.212,0.197,0.198,0.23,0.212,-1.55116900431012,0.212,149,-1.1285,1.01,2.1385,15.7176180843612,0.128221119402985,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,13.2653,11.734695,-0.794,-0.623,2.093,2.177,-1.129,0.964,-1.141,1.036,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0569105691056911,0.138211382113821,0,0
"1099","WA",2011,1121,"WA",1,7.14286,5.10204,0,0.597871482372284,0.412479732,9.3,641637.5,6823229,44.224,0.79684031,-0.007483496,146.2599945,80.80758984,879.7085571,0.272,0.212,0.197,0.198,0.23,0.212,-1.55116900431012,0.212,153,-1.214,1.001,2.215,15.7358433781832,0.0940372219663154,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,6.12245,11.734695,-0.845,-0.54,2.205,2.266,-1.225,0.98,-1.214,1.052,3000,0,3000,0,8,0,0,0,0,0,0,0,0.122950819672131,0.270491803278689,0,0
"1101","WA",2013,1123,"WA",1,6.122449,3.0612245,0,0.600310623645782,0.423717017,7,695998.5,6973281,47.846,0.41008791,0.2811965,117.1500015,78.19627344,789.2005005,0.272,0.212,0.197,0.198,0.23,0.212,-1.30195321268614,0.212,151,-1.227,0.964,2.191,15.7575964036846,0.0998093293529975,0,1,0.198,16.32653,7.14286,15.4832173785224,22.745,7.69999980926514,0.0773279056603774,0.535911023616791,73.11798828,117.1500015,900.5449219,4.59183675,11.734695,-0.851,-0.011,2.153,2.213,-1.248,0.905,-1.212,1.001,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0650406504065041,0.154471544715447,0,0
"1105","WI",1993,1127,"WI",0,2.52525,0,1,0.53458172082901,0.472054915,4.5,143208.2,5100000,20.933,3.4370518,-3.1350033,518.2999878,102.337582,878.2348633,0.204,0.242,0.439,0.459,0.27,0.249,-0.778705068921592,0.27,NA,NA,NA,NA,15.4447510976946,0.0280800392156863,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,1.262625,1.262625,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0869565217391304,0.156521739130435,0,0
"1107","WI",1995,1129,"WI",0,1.51515,1.51515,0,0.536680042743683,0.472054915,3.70000004768372,157649,5200000,22.909,3.6469603,-3.2583163,521.8500061,107.3403984,910.1932983,0.204,0.242,0.439,0.459,0.27,0.249,-0.778705068921592,0.27,136,-0.976,0.716,1.692,15.4641691835517,0.0303171153846154,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,1.51515,1.262625,0.249,0.276,1.686,1.74,-0.986,0.7,-0.927,0.813,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0775862068965517,0.129310344827586,0,0
"1109","WI",1997,1131,"WI",0,2.52525,1.51515,1,0.544633746147156,0.440808033,3.59999990463257,172089.8,5300000,25.309,3.488785,-3.0900443,516.1700134,102.6131016,933.2471313,0.204,0.242,0.439,0.459,0.27,0.249,-0.778705068921592,0.459,136,-0.9945,0.7295,1.724,15.4832173785224,0.0324697735849057,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,2.0202,1.262625,0.507,0.579,1.729,1.795,-1.019,0.71,-0.982,0.813,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0695652173913043,0.130434782608696,0,0
"1111","WI",1999,1133,"WI",0,5.55556,1.51515,1,0.545659482479095,0.440808033,3.29999995231628,186530.6,5300000,27.991,3.5822773,-3.0395923,515.4599915,107.6646328,973.9129944,0.204,0.242,0.439,0.459,0.27,0.249,-0.778705068921592,0.459,133,-1.027,0.772,1.799,15.4832173785224,0.0351944528301887,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,3.535355,1.262625,0.587,-0.713,1.785,1.816,-1.044,0.741,-1.003,0.813,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0431034482758621,0.0862068965517241,0,0
"1113","WI",2001,1135,"WI",0,6.56565,4.54546,1,0.537168741226196,0.498849317,3.70000004768372,199867.9,5400000,30.91,2.5838833,-1.6990535,321.1499939,108.3212461,970.7300415,0.204,0.242,0.439,0.459,0.27,0.249,-0.823255865906966,0.459,132,-1.027,0.778,1.805,15.5019095115345,0.0370125740740741,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,5.555555,1.262625,0.6,-0.727,1.823,1.805,-1.05,0.773,-0.992,0.813,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0695652173913043,0.121739130434783,0,0
"1115","WI",2003,1137,"WI",1,8.58586,8.06452,1,0.542390525341034,0.498849317,5.69999980926514,212101.7,5500000,32.08,1.0227816,0.17270635,162,105.1408672,892.378479,0.204,0.242,0.439,0.459,0.27,0.249,-0.823255865906966,0.439,134,-1.044,0.774,1.818,15.5202586502027,0.0385639454545455,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,8.32519,1.262625,0.604,0.674,1.832,1.856,-1.065,0.767,-1.027,0.829,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0689655172413793,0.129310344827586,0,0
"1117","WI",2005,1139,"WI",1,10.60606,7.57576,1,0.565248250961304,0.498081967,4.80000019073486,224335.5,5500000,34.173,0.51805973,0.59406286,101,100.1672773,811.6514893,0.204,0.242,0.439,0.459,0.27,0.249,-0.823255865906966,0.439,132,-1.1,0.774,1.874,15.5202586502027,0.0407882727272727,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,9.09091,1.262625,0.65,0.674,1.881,1.864,-1.111,0.77,-1.077,0.787,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0695652173913043,0.165217391304348,0,0
"1119","WI",2007,1141,"WI",1,2.52525,4.54546,1,0.579982697963715,0.498081967,4.9,244293.8,5600000,37.573,0.90560293,0.053268727,93,97.88223047,821.8234863,0.204,0.242,0.439,0.459,0.27,0.249,-1.41881755282545,0.439,132,-1.09,0.809,1.899,15.5382771557054,0.0436238928571429,1,0,0.459,2.52525,0,15.4447510976946,20.933,4.5,0.0280800392156863,0.53458172082901,102.337582,518.2999878,878.2348633,3.535355,1.262625,0.544,-0.713,1.908,1.859,-1.093,0.815,-1.072,0.787,3000,0,3000,0,8,0,0,0,0,0,0,0,0.137931034482759,0.25,0,0
