"","st","year","X","state","gov_party","hs_abs_diff","sen_abs_diff","divided_gov","gini","gop_pct","unemploy","foreign_born_pop","population","pc_income","bowen_legprof_firstdim","bowen_legprof_seconddim","sess_length","leg_realsalary","leg_expend","squire_2015","squire_2009","squire_2003","squire_1996","squire_1986","squire_1979","legprofscore","legprofscore2","counter","dem_leg_median","rep_leg_median","l_diffs","logpop","pct_fb","divided_gov_1993","gov_party_1993","legprofscore_1993","hs_abs_diff_1993","sen_abs_diff_1993","logpop_1993","pc_income_1993","unemploy_1993","pct_fb_1993","gini_1993","leg_realsalary_1993","sess_length_1993","leg_expend_1993","abs_diff","abs_diff_1993","hou_chamber","sen_chamber","h_diffs","s_diffs","hou_dem","hou_rep","sen_dem","sen_rep","house_term_limit_year","house_term_limit","senate_term_limit_year","senate_term_limit","house_term_limit_length","senate_tl_plus","average_term_limitedness_score","house_term_limitedness_score","senate_term_limitedness_score","term_limitedness","house_term_limitedness","senate_term_limitedness","close5","close10","na_close","house_term_limit2"
"889","RI",1993,911,"RI",1,35,28,0,0.539501786231995,0.381562772,8.5,102344.7,1000000,21.975,-0.70132142,-0.69021493,183,1.364757935,277.2796478,0.2,0.134,0.133,0.113,0.148,0.142,-2.1803674602698,0.148,NA,NA,NA,NA,13.8155105579643,0.1023447,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,31.5,31.5,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0666666666666667,0.146666666666667,0,0
"891","RI",1995,913,"RI",0,34,30,1,0.547735393047333,0.381562772,6.5,107182.5,1000000,23.708,-0.70132142,-0.69021493,183,1.364757935,277.2796478,0.2,0.134,0.133,0.113,0.148,0.142,-2.1803674602698,0.148,NA,NA,NA,NA,13.8155105579643,0.1071825,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,32,31.5,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.04,0.1,0,0
"893","RI",1997,915,"RI",0,34,32,1,0.556987404823303,0.309957866,5.30000019073486,112020.3,1000000,25.798,-0.70132142,-0.69021493,183,1.364757935,277.2796478,0.2,0.134,0.133,0.113,0.148,0.142,-2.1803674602698,0.113,128,-0.503,0.052,0.555,13.8155105579643,0.1120203,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,33,31.5,-0.463,-0.335,0.563,0.497,-0.511,0.052,-0.441,0.056,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0533333333333333,0.106666666666667,0,0
"895","RI",1999,917,"RI",0,36.86869,34,1,0.572558641433716,0.309957866,4.30000019073486,116858.1,1000000,28.394,-0.70132142,-0.69021493,183,27.72926367,356.6417694,0.2,0.134,0.133,0.113,0.148,0.142,-2.1803674602698,0.113,150,-0.506,0.03,0.536,13.8155105579643,0.1168581,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,35.434345,31.5,-0.466,-0.339,0.502,0.502,-0.508,-0.006,-0.441,0.061,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0335570469798658,0.0335570469798658,0,0
"897","RI",2001,919,"RI",0,34,38,1,0.561267137527466,0.343508839,4.30000019073486,120782.8,1100000,31.679,-0.19470654,-0.52055246,185.3799973,27.45353418,457.4409485,0.2,0.134,0.133,0.113,0.148,0.142,-2.01740615076038,0.113,148,-0.492,0.018,0.51,13.9108207377686,0.109802545454545,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,36,31.5,-0.464,-0.354,0.463,0.512,-0.502,-0.039,-0.456,0.056,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0266666666666667,0.0533333333333333,0,0
"899","RI",2003,921,"RI",0,35.13513,34.21053,1,0.550747513771057,0.343508839,5.30000019073486,123794.4,1100000,34.272,-0.46382165,-0.072244309,141,27.49738086,501.7662506,0.2,0.134,0.133,0.113,0.148,0.142,-2.01740615076038,0.133,113,-0.499,0.029,0.528,13.9108207377686,0.112540363636364,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,34.67283,31.5,-0.472,-0.325,0.521,0.423,-0.526,-0.005,-0.367,0.056,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0714285714285714,0.0892857142857143,0,0
"901","RI",2005,923,"RI",0,30,36.8421,1,0.573746562004089,0.394224894,5,126806,1100000,36.927,-0.46839371,-0.081869222,141,27.79774316,490.9698181,0.2,0.134,0.133,0.113,0.148,0.142,-2.01740615076038,0.133,113,-0.503,0.052,0.555,13.9108207377686,0.115278181818182,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,33.42105,31.5,-0.482,-0.335,0.508,0.439,-0.526,-0.018,-0.379,0.06,3000,0,3000,0,8,0,0,0,0,0,0,0,0.079646017699115,0.150442477876106,0,0
"903","RI",2007,925,"RI",0,32.66666,36.8421,1,0.593101680278778,0.394224894,5.2,136209.3,1100000,40.912,-0.68073487,0.17089406,111.8600006,27.02171387,482.6445007,0.2,0.134,0.133,0.113,0.148,0.142,-2.00991547903123,0.133,113,-0.507,0.03,0.537,13.9108207377686,0.123826636363636,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,34.75438,31.5,-0.488,-0.373,0.508,0.512,-0.526,-0.018,-0.452,0.06,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0707964601769911,0.115044247787611,0,0
"905","RI",2009,927,"RI",0,42,39.18919,1,0.580556511878967,0.358018625,11,132829.2,1100000,40.936,-0.63436031,0.046436809,123,26.39269531,457.0635071,0.2,0.134,0.133,0.113,0.148,0.142,-2.00991547903123,0.134,114,-0.503,0.0955,0.5985,13.9108207377686,0.120753818181818,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,40.594595,31.5,-0.485,-0.433,0.597,0.657,-0.501,0.096,-0.506,0.151,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0803571428571429,0.169642857142857,0,0
"907","RI",2011,929,"RI",0.5,36.66666,28.37838,1,0.586854100227356,0.358018625,11,120782.8,1051856,44.329,-0.69602752,0.12793647,112.9900017,27.44002441,446.6590729,0.2,0.134,0.133,0.113,0.148,0.142,-2.00991547903123,0.134,113,-0.4935,0.1505,0.644,13.8660667807813,0.114828265465995,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,32.52252,31.5,-0.448,-0.411,0.59,0.762,-0.482,0.108,-0.51,0.252,3000,0,3000,0,8,0,0,0,0,0,0,0,0.133928571428571,0.223214285714286,0,0
"909","RI",2013,931,"RI",1,42,36.4864865,0,0.590614259243011,0.35983254,9.3,123794.4,1052856,46.326,0.25451887,-1.0642328,249.9199982,27.47145703,485.9446716,0.2,0.134,0.133,0.113,0.148,0.142,-1.6094379124341,0.134,113,-0.521,0.117,0.638,13.8670170296279,0.117579612026716,0,1,0.113,35,28,13.8155105579643,21.975,8.5,0.1023447,0.539501786231995,1.364757935,183,277.2796478,39.24324325,31.5,-0.497,-0.502,0.648,0.582,-0.521,0.127,-0.522,0.06,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0357142857142857,0.0892857142857143,0,0
"913","SC",1993,935,"SC",0,9.34959,15.21739,1,0.53775954246521,0.546353384,6.90000009536743,69768.2,3700000,17.88,-0.53109759,-0.094550043,133,30.99617188,382.8577118,0.156,0.161,0.124,0.135,0.212,0.281,-2.00248050054371,0.212,170,-0.134,0.835,0.969,15.1238433776145,0.0188562702702703,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,12.28349,12.28349,0.214,0.052,0.926,0.814,-0.069,0.857,-0.146,0.668,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0414201183431953,0.118343195266272,0,0
"915","SC",1995,937,"SC",0,2.5,10,1,0.543730199337006,0.546353384,5.19999980926514,82971,3700000,19.629,-0.53109759,-0.094550043,133,29.33414355,392.6540833,0.156,0.161,0.124,0.135,0.212,0.281,-2.00248050054371,0.212,170,-0.161,0.822,0.983,15.1238433776145,0.0224245945945946,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,6.25,12.28349,0.355,0.052,1.032,0.814,-0.199,0.833,-0.146,0.668,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0165289256198347,0.0578512396694215,0,0
"917","SC",1997,939,"SC",0,6.91057,6.52174,1,0.544143259525299,0.532207156,5.30000019073486,96173.8,3900000,21.574,-0.53109759,-0.094550043,133,28.04226074,375.7702789,0.156,0.161,0.124,0.135,0.212,0.281,-2.00248050054371,0.135,171,-0.3375,0.8275,1.165,15.1764871110999,0.0246599487179487,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,6.716155,12.28349,0.553,0.052,1.197,0.911,-0.356,0.841,-0.285,0.626,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0236686390532544,0.0650887573964497,0,0
"919","SC",1999,941,"SC",1,4.83871,3.33333,1,0.554498136043549,0.532207156,3.90000009536743,109376.6,4000000,23.564,-0.53109759,-0.094550043,133,26.78160742,384.2567291,0.156,0.161,0.124,0.135,0.212,0.281,-2.00248050054371,0.135,172,-0.3215,0.8275,1.149,15.2018049190842,0.02734415,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,4.08602,12.28349,0.537,0.109,1.178,0.911,-0.337,0.841,-0.285,0.626,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0564516129032258,0.0806451612903226,0,0
"921","SC",2001,943,"SC",1,6.45161,2.17391,1,0.546878278255463,0.581476046,4,126229.6,4100000,25.527,-0.54233521,-0.25311145,132,25.41088965,377.2216187,0.156,0.161,0.124,0.135,0.212,0.281,-2.0874737133771,0.135,170,-0.3375,0.83,1.1675,15.2264975316745,0.0307877073170732,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,4.31276,12.28349,0.708,0.368,1.169,0.996,-0.328,0.841,-0.337,0.659,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0235294117647059,0.0764705882352941,0,0
"923","SC",2003,945,"SC",0,8.87097,3.33333,0,0.574424624443054,0.581476046,6.40000009536743,146732.8,4200000,26.575,-0.73164088,-0.08937259,126,24.33010547,342.3786011,0.156,0.161,0.124,0.135,0.212,0.281,-2.0874737133771,0.124,171,-0.356,0.835,1.191,15.2505950832536,0.0349363809523809,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,6.10215,12.28349,0.717,0.431,1.245,0.958,-0.384,0.861,-0.324,0.634,3000,0,3000,0,8,0,0,0,0,0,0,0,0.00806451612903226,0.0483870967741935,0,0
"925","SC",2005,947,"SC",0,9.67742,6.52174,0,0.621981024742126,0.586353586,6.69999980926514,167236,4300000,28.958,-0.51369667,0.13708749,129,22.86070898,617.8013916,0.156,0.161,0.124,0.135,0.212,0.281,-2.0874737133771,0.124,169,-0.355,0.8375,1.1925,15.2741255806638,0.0388920930232558,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,8.09958,12.28349,0.721,0.417,1.251,0.924,-0.388,0.863,-0.281,0.643,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0117647058823529,0.0411764705882353,0,0
"927","SC",2007,949,"SC",0,8.87097,6.52174,0,0.640161573886871,0.586353586,5.7,162187.8,4400000,31.956,-0.18290837,-0.32506621,180.6299973,21.47038184,620.8886414,0.156,0.161,0.124,0.135,0.212,0.281,-1.82635091399767,0.124,171,-0.384,0.8405,1.2245,15.2971150988885,0.0368608636363636,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,7.696355,12.28349,0.717,0.431,1.363,0.962,-0.498,0.865,-0.281,0.681,3000,0,3000,0,8,0,0,0,0,0,0,0,0.032258064516129,0.0483870967741935,0,0
"929","SC",2009,951,"SC",0,7.25806,8.69565,0,0.610330164432526,0.545444292,11.2,208242.4,4600000,31.635,-0.23994106,-0.19784842,169.5299988,20.97058887,651.3780212,0.156,0.161,0.124,0.135,0.212,0.281,-1.82635091399767,0.161,170,-0.416,0.894,1.31,15.3415668614593,0.0452700869565217,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,7.976855,12.28349,0.726,0.44,1.379,1.139,-0.48,0.899,-0.284,0.855,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0117647058823529,0.0705882352941176,0,0
"931","SC",2011,953,"SC",0,10.97561,8.69565,0,0.585895776748657,0.545444292,10.6,126229.6,4672733,33.803,-0.49028069,0.12133681,134,19.95912598,653.1801453,0.156,0.161,0.124,0.135,0.212,0.281,-1.82635091399767,0.161,170,-0.516,0.904,1.42,15.3572546833072,0.0270140836208703,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,9.83563,12.28349,0.759,0.44,1.449,1.139,-0.533,0.916,-0.284,0.855,3000,0,3000,0,8,0,0,0,0,0,0,0,0.016260162601626,0.040650406504065,0,0
"933","SC",2013,955,"SC",0,11.3445378,10.8695652,0,0.58441162109375,0.553082547,7.6,146732.8,4768498,35.307,-0.06128747,-0.46829566,199.4100037,19.3141416,651.1091003,0.156,0.161,0.124,0.135,0.212,0.281,-1.8578992717326,0.161,170,-0.5235,0.9245,1.448,15.3775419285819,0.0307712826974028,1,0,0.135,9.34959,15.21739,15.1238433776145,17.88,6.90000009536743,0.0188562702702703,0.53775954246521,30.99617188,133,382.8577118,11.1070515,12.28349,0.776,0.505,1.45,1.329,-0.524,0.926,-0.409,0.92,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0182926829268293,0.0426829268292683,0,0
"961","TN",1993,983,"TN",1,13.63636,7.57576,0,0.561257779598236,0.474019634,6.30000019073486,89081,5100000,19.53,-0.65285844,0.24210064,91,49.17661914,327.2434082,0.136,0.118,0.116,0.117,0.135,0.149,-2.14558134418438,0.135,NA,NA,NA,NA,15.4447510976946,0.017466862745098,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,10.60606,10.60606,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.121739130434783,0.147826086956522,0,0
"963","TN",1995,985,"TN",0,9.59596,4.54546,1,0.561105728149414,0.474019634,5.09999990463257,109059,5300000,21.508,-0.69981605,0.27478248,88,46.53974609,337.0659485,0.136,0.118,0.116,0.117,0.135,0.149,-2.14558134418438,0.135,NA,NA,NA,NA,15.4832173785224,0.0205771698113208,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,7.07071,10.60606,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0775862068965517,0.120689655172414,0,0
"965","TN",1997,987,"TN",0,11.61616,4.54546,1,0.572302222251892,0.487133577,5.5,129037,5500000,23.308,-0.68153381,0.30840701,89,44.49012695,385.8319702,0.136,0.118,0.116,0.117,0.135,0.149,-2.14558134418438,0.117,132,-0.305,0.717,1.022,15.5202586502027,0.0234612727272727,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,8.08081,10.60606,-0.115,0.007,0.977,1.052,-0.283,0.694,-0.335,0.717,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0782608695652174,0.11304347826087,0,0
"967","TN",1999,989,"TN",0,9.59596,4.54546,1,0.572582364082336,0.487133577,4.19999980926514,149015,5600000,25.901,-0.4640165,0.040620036,99,42.49004883,416.4004974,0.136,0.118,0.116,0.117,0.135,0.149,-2.14558134418438,0.117,132,-0.325,0.783,1.108,15.5382771557054,0.0266098214285714,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,7.07071,10.60606,-0.099,-0.002,1.075,1.175,-0.305,0.77,-0.335,0.84,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0173913043478261,0.0434782608695652,0,0
"969","TN",2001,991,"TN",0,8.58586,4.54546,1,0.562563598155975,0.519628668,4.19999980926514,172002.9,5800000,27.653,-0.62739724,0.22872882,101,40.31535352,421.7422943,0.136,0.118,0.116,0.117,0.135,0.149,-2.15416508787577,0.117,132,-0.3325,0.8155,1.148,15.5733684755166,0.0296556724137931,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,6.56566,10.60606,-0.108,-0.002,1.127,1.175,-0.332,0.795,-0.335,0.84,3000,0,3000,0,8,0,0,0,0,0,0,0,0.00869565217391304,0.0521739130434783,0,0
"971","TN",2003,993,"TN",1,4.54546,4.54546,0,0.584627032279968,0.519628668,5.30000019073486,198000.7,5800000,29.041,-0.72919631,0.35253817,88,38.60064844,431.8174591,0.136,0.118,0.116,0.117,0.135,0.149,-2.15416508787577,0.116,132,-0.3565,0.9165,1.273,15.5733684755166,0.0341380517241379,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,4.54546,10.60606,-0.047,-0.002,1.356,1.169,-0.401,0.955,-0.303,0.866,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0517241379310345,0.155172413793103,0,0
"973","TN",2005,995,"TN",1,3.53535,1.51515,1,0.622592210769653,0.571981926,5.5,223998.5,6000000,31.439,-0.62338668,0.25694528,90,36.26939258,477.0822601,0.136,0.118,0.116,0.117,0.135,0.149,-2.15416508787577,0.116,131,-0.363,0.9595,1.3225,15.6072700271923,0.0373330833333333,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,2.52525,10.60606,-0.047,0.356,1.402,1.194,-0.421,0.981,-0.275,0.919,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0347826086956522,0.0869565217391304,0,0
"975","TN",2007,997,"TN",1,3.53535,1.51515,1,0.646744549274445,0.571981926,4.7,228927,6200000,34.117,-0.68859798,0.36646155,91,37.41420508,477.5093689,0.136,0.118,0.116,0.117,0.135,0.149,-2.13707065451647,0.116,133,-0.3835,0.959,1.3425,15.6400598500153,0.0369237096774194,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,2.52525,10.60606,-0.044,0.189,1.355,1.301,-0.404,0.951,-0.305,0.996,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0344827586206897,0.0689655172413793,0,0
"977","TN",2009,999,"TN",1,0.505049999999997,7.57576,1,0.621135056018829,0.576314718,10.5,275994.1,6300000,34.635,-0.55527574,0.34162033,93,38.32980078,546.2741699,0.136,0.118,0.116,0.117,0.135,0.149,-2.13707065451647,0.118,33,-0.405,0.988,1.393,15.6560601913618,0.0438085873015873,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,4.040405,10.60606,NA,0.728,NA,1.393,NA,NA,-0.405,0.988,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0782608695652174,0.121739130434783,0,0
"979","TN",2011,1001,"TN",0,15.30612,9.375,0,0.598038852214813,0.576314718,9,172002.9,6398408,37.465,-0.74816728,0.42767689,84,36.48105859,477.0655823,0.136,0.118,0.116,0.117,0.135,0.149,-2.13707065451647,0.118,132,-0.535,0.9515,1.4865,15.6715597673865,0.0268821400573393,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,12.34056,10.60606,0.796,0.758,1.537,1.412,-0.586,0.951,-0.444,0.968,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0782608695652174,0.130434782608696,0,0
"981","TN",2013,1003,"TN",0,21.4285714,28.7878788,0,0.599028408527374,0.603510715,7.8,198000.7,6496130,38.838,-0.64743292,0.28177771,99.73999786,36.40195117,472.1335449,0.136,0.118,0.116,0.117,0.135,0.149,-1.99510039324608,0.118,132,-0.559,0.9755,1.5345,15.6867171729387,0.0304797933538892,0,1,0.117,13.63636,7.57576,15.4447510976946,19.53,6.30000019073486,0.017466862745098,0.561257779598236,49.17661914,91,327.2434082,25.1082251,10.60606,0.851,0.94,1.571,1.395,-0.611,0.96,-0.366,1.029,3000,0,3000,0,8,0,0,0,0,0,0,0,0.043859649122807,0.105263157894737,0,0
"985","TX",1993,1007,"TX",1,12,8.06452,0,0.601891100406647,0.522421632,7.5,1936997.8,18000000,19.535,-0.29165223,0.91723812,99.40000153,21.45888867,1174.971008,0.234,0.21,0.199,0.215,0.21,0.191,-1.53711725085447,0.21,145,-0.57,1.075,1.645,16.7058823158604,0.107610988888889,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,10.03226,10.03226,0.073,NA,1.645,NA,-0.57,1.075,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0497237569060773,0.0994475138121547,0,0
"987","TX",1995,1009,"TX",0,9.33333,4.83871,1,0.596627771854401,0.522421632,6.19999980926514,2212039,19000000,21.177,-0.27452826,0.95364988,99.40000153,20.30825293,1215.834351,0.234,0.21,0.199,0.215,0.21,0.191,-1.53711725085447,0.21,178,-0.526,1.075,1.601,16.7599495371307,0.116423105263158,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,7.08602,10.03226,0.234,0.379,1.621,1.616,-0.508,1.113,-0.714,0.902,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0386740331491713,0.0718232044198895,0,0
"989","TX",1997,1011,"TX",0,4.66667,4.83871,1,0.607194602489471,0.526606234,5.59999990463257,2487080.2,20000000,23.825,-0.22960682,1.0191227,99.40000153,19.41387305,1287.706787,0.234,0.21,0.199,0.215,0.21,0.191,-1.53711725085447,0.215,180,-0.656,1.147,1.803,16.8112428315183,0.12435401,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,4.75269,10.03226,0.153,0.694,1.785,1.758,-0.61,1.175,-0.83,0.928,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0606060606060606,0.103030303030303,0,0
"991","TX",1999,1013,"TX",0,2,1.6129,1,0.611846387386322,0.526606234,4.80000019073486,2762121.4,21000000,26.307,-0.088009834,1.1979667,99.40000153,18.5411123,1481.886353,0.234,0.21,0.199,0.215,0.21,0.191,-1.53711725085447,0.215,180,-0.6755,1.196,1.8715,16.8600329956877,0.131529590476191,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,1.80645,10.03226,0.234,0.657,1.88,1.833,-0.656,1.224,-0.871,0.962,3000,0,3000,0,8,0,0,0,0,0,0,0,0.036144578313253,0.0843373493975904,0,0
"993","TX",2001,1015,"TX",0,2,1.6129,1,0.599790155887604,0.609562701,4.30000019073486,3050880.9,21000000,29.394,-0.047540095,1.2589771,99.40000153,17.5921543,1549.017944,0.234,0.21,0.199,0.215,0.21,0.191,-1.61445045425764,0.215,180,-0.689,1.179,1.868,16.8600329956877,0.145280042857143,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,1.80645,10.03226,0.234,0.657,1.878,1.823,-0.664,1.214,-0.816,1.007,3000,0,3000,0,8,0,0,0,0,0,0,0,0.00606060606060606,0.0424242424242424,0,0
"995","TX",2003,1017,"TX",0,8.66667,11.29032,0,0.606365740299225,0.609562701,6.69999980926514,3353358.7,22000000,29.789,0.36531481,0.59026843,98.69000244,16.84391895,1497.098328,0.234,0.21,0.199,0.215,0.21,0.191,-1.61445045425764,0.199,181,-0.759,1.1925,1.9515,16.9065530113226,0.152425395454545,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,9.978495,10.03226,0.882,0.779,1.979,1.819,-0.756,1.223,-0.802,1.017,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0220994475138122,0.0773480662983425,0,0
"997","TX",2005,1019,"TX",0,8,11.29032,0,0.640543341636658,0.615101919,5.5,3655836.5,23000000,32.793,0.12370806,0.76683187,99.40000153,15.82664453,1432.824768,0.234,0.21,0.199,0.215,0.21,0.191,-1.61445045425764,0.199,179,-0.819,1.186,2.005,16.9510047738934,0.158949413043478,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,9.64516,10.03226,0.856,0.758,2.068,1.819,-0.846,1.222,-0.802,1.017,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0424242424242424,0.103030303030303,0,0
"999","TX",2007,1021,"TX",0,4,14.51613,0,0.645742356777191,0.615101919,4.3,3862286.2,24000000,36.63,-0.15891054,1.1666105,99.40000153,14.86411035,1453.074219,0.234,0.21,0.199,0.215,0.21,0.191,-1.56064774826467,0.199,181,-0.884,1.204,2.088,16.9935643883122,0.160928591666667,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,9.258065,10.03226,0.737,0.78,2.134,1.893,-0.901,1.233,-0.816,1.077,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0602409638554217,0.0843373493975904,0,0
"1001","TX",2009,1023,"TX",0,0.666670000000003,11.29032,0,0.6368048787117,0.559359368,7.6,4260792.1,25000000,36.695,-0.076002471,1.245044,99.40000153,14.51809961,1551.931702,0.234,0.21,0.199,0.215,0.21,0.191,-1.56064774826467,0.21,181,-0.8965,1.233,2.1295,17.0343863828325,0.170431684,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,5.978495,10.03226,0.566,0.779,2.165,1.974,-0.907,1.258,-0.843,1.131,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0727272727272727,0.103030303030303,0,0
"1003","TX",2011,1025,"TX",0,17.33333,11.29032,0,0.637041449546814,0.559359368,7.8,3050880.9,25654464,40.828,-0.058557928,0.94016945,99.40000153,13.81785645,1416.38501,0.234,0.21,0.199,0.215,0.21,0.191,-1.56064774826467,0.21,179,-0.927,1.2415,2.1685,17.0602281495264,0.11892202854053,0,1,0.215,12,8.06452,16.7058823158604,19.535,7.5,0.107610988888889,0.601891100406647,21.45888867,99.40000153,1174.971008,14.311825,10.03226,1.077,0.78,2.243,2.013,-0.984,1.259,-0.843,1.17,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0662650602409639,0.126506024096386,0,0
